,projectID,title,category,coordinator_name,coordinator_country,coordinator_activity_type,status,totalCostProj,project_start_year,project_end_year,opportunity_tier_cordis
1265,702784,Addressing Neural Declines to Promote Healthy Ageing,Diagnostics / Biomarkers,KATHOLIEKE UNIVERSITEIT LEUVEN,Belgium,HES,CLOSED,172800.0,2017,2019,Not applicable
1266,703787,"Interplay between genetic determinants of glycaemia, type 2 diabetes and cardiovascular disease in interaction with dietary and lifestyle factors",Pharma / Biotech,FUNDACIO INSTITUT D'INVESTIGACIO SANITARIA PERE VIRGILI (IISPV),Spain,REC,CLOSED,257191.2,2017,2021,Not applicable
1267,706828,Genome surveillance by small non-coding RNAs,Genomics / Molecular Biology,UNIVERSITY OF GALWAY,Ireland,HES,TERMINATED,175866.0,2017,2018,Not applicable
1268,707635,Visualizing Primase Initiating DNA Replication using NMR Spectroscopy,Genomics / Molecular Biology,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,Switzerland,HES,TERMINATED,175419.6,2016,2018,Not applicable
1269,707864,Development and characterization of an ultra-high performance mobile optical atomic clock based on lattice-trapped atoms,Automation,HEINRICH-HEINE-UNIVERSITAET DUESSELDORF,Germany,HES,TERMINATED,171460.8,2016,2018,Not applicable
1270,717419,NON INVASIVE DIAGNOSTIC TEST SERVICE FOR “NON ALCOHOLIC FATTY LIVER DISEASE” MANAGEMENT,Diagnostics / Biomarkers,Talemnology S.L.,Spain,PRC,CLOSED,71429.0,2016,2016,Not applicable
1271,717927,Electrodermal Orienting Reactivity-based Safeguard System for Early Detection of Suicide Propensity,Diagnostics / Biomarkers,EMOTRA AB,Sweden,PRC,CLOSED,71429.0,2016,2016,Not applicable
1272,719217,PRE-SCREENINGDEVICE FOR SLEEP APNEA,Diagnostics / Biomarkers,NUKUTE OY,Finland,PRC,CLOSED,71429.0,2016,2016,Not applicable
1273,719856,Clinical validation of Trop-2 as a serum biomarker for monitoring of disease-course in patients affected by breast and colon cancer,Diagnostics / Biomarkers,ONCOXX BIOTECH SRL,Italy,PRC,CLOSED,71429.0,2016,2016,Not applicable
1274,654513,Unraveling the mechanobiology of tissue growth in native and tissue-engineered heart valves,Cell / Advanced Therapies,TECHNISCHE UNIVERSITEIT EINDHOVEN,Netherlands,HES,CLOSED,174864.6,2016,2018,Not applicable
1275,658665,Theranostic Injectable Hydrogel for Glioblastoma,Oncology,POLITECNICO DI TORINO,Italy,HES,CLOSED,244269.0,2016,2019,Not applicable
1276,675879,Doctoral Industrial School for Vaccine Design through Structural Mass Spectrometry,Genomics / Molecular Biology,GLAXOSMITHKLINE VACCINES SRL,Italy,PRC,CLOSED,1096286.4,2016,2020,Not applicable
1277,676843,The Molecular Basis of Somatic Nuclear Reprogramming,Genomics / Molecular Biology,THE HEBREW UNIVERSITY OF JERUSALEM,Israel,HES,CLOSED,1500000.0,2016,2021,Not applicable
1278,677006,Crosstalk of Metabolism and Inflammation,Genomics / Molecular Biology,CEMM - FORSCHUNGSZENTRUM FUER MOLEKULARE MEDIZIN GMBH,Austria,PRC,CLOSED,1701011.0,2016,2021,Not applicable
1279,677209,Overcoming the epigenetic and therapeutic barrier of EVI1-overexpressing cancers,Genomics / Molecular Biology,DEUTSCHES KREBSFORSCHUNGSZENTRUM HEIDELBERG,Germany,REC,CLOSED,1499094.0,2016,2021,Not applicable
1280,677576,Plant foods in human evolution: Factors affecting the harvest of nutrients from the floral environment,Genomics / Molecular Biology,UNIVERSITEIT LEIDEN,Netherlands,HES,CLOSED,1499950.0,2017,2022,Not applicable
1281,677776,Cracking the Translation Regulatory Code,Genomics / Molecular Biology,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,Israel,HES,CLOSED,1587500.0,2016,2022,Not applicable
1282,678423,Single-cell epigenomics: quantifying epigenetic changes in individual cells using DamID,Genomics / Molecular Biology,KONINKLIJKE NEDERLANDSE AKADEMIE VAN WETENSCHAPPEN - KNAW,Netherlands,REC,CLOSED,1500000.0,2016,2021,Not applicable
1283,678623,Peptide-derived bioavailable macrocycles as inhibitors of protein-RNA and protein-protein interactions,Genomics / Molecular Biology,STICHTING VU,Netherlands,HES,CLOSED,1499268.75,2016,2021,Not applicable
1284,678734,Dynamic Microfluidic Structures for Analysis of Single Cell Systems,Oncology,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,Israel,HES,CLOSED,1744056.0,2016,2021,Not applicable
1285,678792,Evolutionary Stability of Ubiquitous Root Symbiosis,Genomics / Molecular Biology,UPPSALA UNIVERSITET,Sweden,HES,CLOSED,1500000.0,2016,2022,Not applicable
1286,678834,Holding hands: cell-cell junctions in breast cancer metastasis and resistance to therapy,Oncology,UNIVERSITAT BASEL,Switzerland,HES,CLOSED,1744921.0,2016,2021,Not applicable
1287,678899,Elucidation of autophagy using novel chemical probes,Oncology,UMEA UNIVERSITET,Sweden,HES,CLOSED,1500000.0,2016,2021,Not applicable
1288,679242,Integrative omics of heart failure to inform discovery of novel drug targets and clinical biomarkers,Genomics / Molecular Biology,LUNDS UNIVERSITET,Sweden,HES,CLOSED,1496625.0,2016,2021,Not applicable
1289,679551,Resolving the Nuts and Bolts of Gene Body Methylation,Genomics / Molecular Biology,TEL AVIV UNIVERSITY,Israel,HES,TERMINATED,1500000.0,2016,2021,Not applicable
1290,679744,Mosaic loss of chromosome Y (LOY) in blood cells - a new biomarker for risk of cancer and Alzheimer’s disease in men,Diagnostics / Biomarkers,UPPSALA UNIVERSITET,Sweden,HES,CLOSED,1525000.0,2016,2021,Not applicable
1291,679787,Are social skills determined by early live experiences?,Diagnostics / Biomarkers,MAX-PLANCK-GESELLSCHAFT ZUR FORDERUNG DER WISSENSCHAFTEN EV,Germany,REC,CLOSED,1495000.0,2016,2021,Not applicable
1292,679799,Optimal diversity in immunity – to overcome pathogens and maximize fitness; moving from correlative associations to a more mechanistic understanding using wild songbirds.,Genomics / Molecular Biology,LUNDS UNIVERSITET,Sweden,HES,CLOSED,1498732.0,2016,2021,Not applicable
1293,679881,The Role of Local Protein Degradation in Neurotransmitter Release and Homeostatic Plasticity,Diagnostics / Biomarkers,UNIVERSITAT ZURICH,Switzerland,HES,CLOSED,1489340.95,2016,2022,Not applicable
1294,679990,Establishing genetic code expansion as a tool to study neuronal circuit function in an animal,Genomics / Molecular Biology,THE UNIVERSITY OF EDINBURGH,United Kingdom,HES,CLOSED,1499520.0,2016,2022,Not applicable
1295,680242,Next-Generation Personalized Diagnostic Nanotechnologies for Predicting Response to Cancer Medicine,Genomics / Molecular Biology,TECHNION - ISRAEL INSTITUTE OF TECHNOLOGY,Israel,HES,CLOSED,1499250.0,2016,2022,Not applicable
1296,681178,Mechanisms of RNA-guided genome editing in eukaryotes,Genomics / Molecular Biology,UNIVERSITAET BERN,Switzerland,HES,CLOSED,1953000.0,2016,2021,Not applicable
1297,681203,Beyond CRISPR: Systematic characterization of novel anti-phage defense systems in the microbial pan-genome,Genomics / Molecular Biology,WEIZMANN INSTITUTE OF SCIENCE,Israel,HES,CLOSED,2000000.0,2016,2021,Not applicable
1298,681396,Exploring and exploiting the potential of extinct genome sequencing,Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,CLOSED,2000000.0,2016,2021,Not applicable
1299,681440,Discovering how polycomb domains form and function in gene regulation,Genomics / Molecular Biology,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,CLOSED,1999416.0,2016,2021,Not applicable
1300,681484,Adaptive significance of Non Genetic Inheritance,Genomics / Molecular Biology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,1999970.0,2016,2022,Not applicable
1301,681746,A Probe of the Periodic Elements for Life in the Sea,Proteomics / Multi-omics,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,CLOSED,2000000.0,2016,2022,Not applicable
1302,681777,Discovery of novel orphan riboswitch ligands,Genomics / Molecular Biology,UNIVERSITAT KONSTANZ,Germany,HES,CLOSED,1918600.0,2016,2022,Not applicable
1303,681946,Adaptive evolution of meiosis in response to genome and habitat change,Genomics / Molecular Biology,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,Switzerland,HES,CLOSED,1972386.0,2016,2021,Not applicable
1304,682256,Mechanisms and functional significance of diffusion barriers for asymmetric segregation of age in neural stem cells,Cell / Advanced Therapies,UNIVERSITAT ZURICH,Switzerland,HES,CLOSED,2000000.0,2016,2022,Not applicable
1305,682462,ALMA – The key to the Sun’s coronal heating problem.,Diagnostics / Biomarkers,UNIVERSITETET I OSLO,Norway,HES,CLOSED,1995963.75,2016,2021,Not applicable
1306,682663,Understanding microbe-induced stomach cancer – the key to a workable strategy for worldwide prevention,Genomics / Molecular Biology,KAROLINSKA INSTITUTET,Sweden,HES,CLOSED,1941531.0,2016,2022,Not applicable
1307,682810,Integrating spatial and genetic information via automated image analysis and interactive visualization of tissue data,Genomics / Molecular Biology,UPPSALA UNIVERSITET,Sweden,HES,CLOSED,1738690.0,2016,2022,Not applicable
1308,682818,"Targeting TGF-β activation, likely the core mechanism of immunosuppression by human regulatory T cells.",Oncology,UNIVERSITE CATHOLIQUE DE LOUVAIN,Belgium,HES,CLOSED,1993125.0,2016,2021,Not applicable
1309,683305,RNA-protein Nanostructures for Synthetic Biology,Genomics / Molecular Biology,AARHUS UNIVERSITET,Denmark,HES,CLOSED,1999935.0,2016,2021,Not applicable
1310,685795,Nanomedicine upscaling for early clinical phases of multimodal cancer therapy,Oncology,FUNDACION IMDEA NANOCIENCIA,Spain,REC,CLOSED,7113778.75,2016,2021,Not applicable
1311,686070,Bioinformatics Services for Data-Driven Design of Cell Factories and Communities,Pharma / Biotech,DANMARKS TEKNISKE UNIVERSITET,Denmark,HES,CLOSED,7091021.25,2016,2020,Not applicable
1312,686089,Scaling-up biodegradable nanomedicines for multimodal for multimodal precision cancer immunotherapy,Oncology,STICHTING RADBOUD UNIVERSITAIR MEDISCH CENTRUM,Netherlands,HES,CLOSED,8291217.5,2016,2022,Not applicable
1313,691058,Molecular Mechanisms of Endometriosis,Diagnostics / Biomarkers,UNIVERSITAET MUENSTER,Germany,HES,CLOSED,346500.0,2016,2019,Not applicable
1314,693227,Translational synergistic growth factor microenvironments for bone regeneration,Cell / Advanced Therapies,UNIVERSITY OF GLASGOW,United Kingdom,HES,CLOSED,148783.75,2016,2017,Not applicable
1315,700184,Comprehensive identification of host factors involved in the early steps of HIV infection.,Genomics / Molecular Biology,"THE CHANCELLOR, MASTERS AND SCHOLARS OF THE UNIVERSITY OF OXFORD",United Kingdom,HES,CLOSED,195454.8,2017,2019,Not applicable
1316,700952,Tracking past human impact on islands by improving palaeoecological reconstructions with PalEnDNA analysis,Genomics / Molecular Biology,UNIVERSIDAD DE LA LAGUNA,Spain,HES,CLOSED,251276.4,2016,2019,Not applicable
1317,701350,Degradation of ozone-depleting methyl halides in the troposphere characterized by isotopes,Oncology,HELMHOLTZ-ZENTRUM FUR UMWELTFORSCHUNG GMBH - UFZ,Germany,REC,CLOSED,159460.8,2016,2018,Not applicable
1318,701467,Optical strategies to investigate NMDA receptor functional diversity and its therapeutic potential,Diagnostics / Biomarkers,INSTITUT NATIONAL DE LA SANTE ET DE LA RECHERCHE MEDICALE,France,REC,CLOSED,185076.0,2016,2018,Not applicable
1319,701473,A minimal Cys-cyclobutene non-canonical amino acid for bioorthogonal imaging of proteins in live cells,Pharma / Biotech,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,CLOSED,183454.8,2016,2018,Not applicable
1320,701558,Hydrodynamics of Ferromagnetic Nematic Liquid Crystals,MedTech / Medical Device,INSTITUT JOZEF STEFAN,Slovenia,REC,CLOSED,145287.6,2016,2018,Not applicable
1321,701662,Life in Arsenic rich environments: a challenge or an opportunity?,Genomics / Molecular Biology,INSTITUT DE PHYSIQUE DU GLOBE DE PARIS,France,HES,CLOSED,173076.0,2016,2018,Not applicable
1322,701708,Nutritional biomarkers to advance understanding of association between diet and type 2 diabetes,Diagnostics / Biomarkers,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,CLOSED,195454.8,2016,2018,Not applicable
1323,701713,Widefield Raman imaging probe for intraoperative margin assessment of cancers,Oncology,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,United Kingdom,HES,CLOSED,183454.8,2016,2018,Not applicable
1324,701730,Metabolic control of RNA-protein and RNA-RNA interactions in cellular transformation.,Genomics / Molecular Biology,UNIVERSITY COLLEGE LONDON,United Kingdom,HES,CLOSED,195454.8,2016,2018,Not applicable
1325,701753,Implementation of a dynamical Pollen Module and the transformations of the pollen including feedbacks in a numerical Weather Forecast Model,Genomics / Molecular Biology,UNIVERSITY OF WORCESTER,United Kingdom,HES,CLOSED,195454.8,2016,2019,Not applicable
1326,701852,Biological detection with functionalized Magnetic Sensor,Diagnostics / Biomarkers,"FUNDACION BCMATERIALS - BASQUE CENTRE FOR MATERIALS, APPLICATIONS AND NANOSTRUCTURES",Spain,REC,CLOSED,158121.6,2016,2019,Not applicable
1327,701981,Evolutionary history and ecological adaptations of ammonia oxidizing Thaumarchaeota.,Genomics / Molecular Biology,UNIVERSITAT WIEN,Austria,HES,TERMINATED,178156.8,2016,2018,Not applicable
1328,701994,Exponential Amplification and Rapid Detection of miRNAs using DNA-Quantum Dot Bioconjugates for Disease Diagnostics,Genomics / Molecular Biology,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,Switzerland,HES,CLOSED,187419.6,2017,2018,Not applicable
1329,702057,Climatic and temporal control on microbial diversity-ecosystem functioning: insights from a novel conceptual model (CLIMIFUN).,Genomics / Molecular Biology,UNIVERSIDAD REY JUAN CARLOS,Spain,HES,CLOSED,239191.2,2016,2019,Not applicable
1330,702106,"Understanding the Role of Antisense lncRNA in Vernalization, Memory and Life History",Genomics / Molecular Biology,JOHN INNES CENTRE,United Kingdom,REC,TERMINATED,195454.8,2016,2018,Not applicable
1331,702128,3D-printed magnetic microfluidics for applications in life sciences,Oncology,EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH,Switzerland,HES,CLOSED,187419.6,2016,2018,Not applicable
1332,702405,Driving asymmetric photoreactions by merging organo- and gold-catalysis,Pharma / Biotech,FUNDACIO INSTITUT CATALA D'INVESTIGACIO QUIMICA,Spain,REC,CLOSED,158121.6,2016,2018,Not applicable
1333,702462,Palladium catalyzed C(sp3)‒H late-stage diversification of biologically active molecules,Oncology,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,CLOSED,183454.8,2016,2018,Not applicable
1334,702473,Functional analysis of Stress Granules formation in plant adaptation to stress,Genomics / Molecular Biology,AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICAS,Spain,REC,TERMINATED,170121.6,2017,2019,Not applicable
1335,702476,Regulatory network of G-quadruplex dependent Post-Transcriptional mRNA Operons (PTROs),Genomics / Molecular Biology,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,CLOSED,183454.8,2016,2018,Not applicable
1336,702491,Connectivity in the neural control of muscles in stroke patients.,Diagnostics / Biomarkers,UNIVERSITA DEGLI STUDI DI BRESCIA,Italy,HES,CLOSED,168277.2,2016,2018,Not applicable
1337,702574,Development of a cell-based system for high-throughput screening of antifibrotics,Pharma / Biotech,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,CLOSED,195454.8,2016,2018,Not applicable
1338,702585,Elucidating the role of Arid1a in adult liver,Genomics / Molecular Biology,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,CLOSED,183454.8,2016,2018,Not applicable
1339,702641,Transistor sensors for in-vivo sucrose monitoring in plants,Genomics / Molecular Biology,LINKOPINGS UNIVERSITET,Sweden,HES,CLOSED,173857.2,2016,2018,Not applicable
1340,702707,Developmental Basis of Beak Shape Variation in Darwin’s Finches,Genomics / Molecular Biology,IMPERIAL COLLEGE OF SCIENCE TECHNOLOGY AND MEDICINE,United Kingdom,HES,CLOSED,183454.8,2016,2018,Not applicable
1341,702714,Innovative risk assessment for individualizing treatment in chronic lymphocytic leukemia,Oncology,ETHNIKO KENTRO EREVNAS KAI TECHNOLOGIKIS ANAPTYXIS,Greece,REC,CLOSED,164653.2,2016,2018,Not applicable
1342,702715,Biocompatible and biodegradable microlasers that can be injected into the human body,Diagnostics / Biomarkers,INSTITUT JOZEF STEFAN,Slovenia,REC,CLOSED,157287.6,2017,2019,Not applicable
1343,702933,Metabolic control on NF-κB activity during dendritic cells-mediated immune tolerance to tumours,Oncology,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE CNRS,France,REC,CLOSED,173076.0,2017,2019,Not applicable
1344,703085,Temporal mapping of environmental sensing transcription dynamics in Arabidopsis thaliana,Genomics / Molecular Biology,KOBENHAVNS UNIVERSITET,Denmark,HES,CLOSED,212194.8,2017,2019,Not applicable
1345,703094,Applied phenomics to identify biomarkers in pigs for new concepts in precision livestock farming,Genomics / Molecular Biology,ALMA MATER STUDIORUM - UNIVERSITA DI BOLOGNA,Italy,HES,CLOSED,168277.2,2016,2018,Not applicable
1346,703145,Fluorescence lifetime optical biopsy system,Diagnostics / Biomarkers,ASTON UNIVERSITY,United Kingdom,HES,TERMINATED,195454.8,2017,2018,Not applicable
1347,703160,The Remote Control of Maternal Metabolism by the Placenta,Genomics / Molecular Biology,THE CHANCELLOR MASTERS AND SCHOLARS OF THE UNIVERSITY OF CAMBRIDGE,United Kingdom,HES,CLOSED,195454.8,2016,2018,Not applicable
1348,703164,Microtubule Dynamics during angiogenesis,Oncology,UNIVERSITEIT UTRECHT,Netherlands,HES,CLOSED,177598.8,2016,2018,Not applicable
1349,703217,Role of IFN-β in mitochondrial homeostasis and impact on Parkinson Disease,Proteomics / Multi-omics,KOBENHAVNS UNIVERSITET,Denmark,HES,CLOSED,212194.8,2016,2018,Not applicable
1350,703228,Development and Characterisation of New Immunogenic GEMMs of Lung Cancer,Genomics / Molecular Biology,THE FRANCIS CRICK INSTITUTE LIMITED,United Kingdom,REC,CLOSED,183454.8,2017,2018,Not applicable
1351,703271,Precision Therapies in Lung Squamous Cell Carcinoma,Proteomics / Multi-omics,THE UNIVERSITY OF MANCHESTER,United Kingdom,HES,TERMINATED,183454.8,2016,2018,Not applicable
1352,703373,An integrative analysis of shifting trends in dental traits in human populations from Neolithic to Iron Age,Genomics / Molecular Biology,"UNIVERSITY COLLEGE DUBLIN, NATIONAL UNIVERSITY OF IRELAND, DUBLIN",Ireland,HES,CLOSED,175866.0,2016,2018,Not applicable
